"productid","productname","Category","SubCategory","Sales","Quantity","CustomerID","customername","SpendingScore","AnnualIncomek","gender","age","customertype","Stockid","name","rating","location","noofemployees","Invoiceid","Description","InvoiceDate","Price","Country"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536377,"LeaderDepartmentStore",5,"UnitedKingdom",2000,"22632","HANDWARMERREDPOLKADOT",1212010934,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536377,"LeaderDepartmentStore",5,"UnitedKingdom",2000,"22633","HANDWARMERUNIONJACK",1212010934,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536366,"BergdorfGoodman",3,"UnitedKingdom",3200,"22632","HANDWARMERREDPOLKADOT",1212010828,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,13748,"NANCY",37,1200,"Female",33,"citizen",536371,"SaksOff5th",4,"UnitedKingdom",2000,"22086","PAPERCHAINKIT50'SCHRISTMAS",1212010900,255,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536372,"Bloomingdales",3,"UnitedKingdom",2300,"22632","HANDWARMERREDPOLKADOT",1212010901,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536372,"Bloomingdales",3,"UnitedKingdom",2300,"22633","HANDWARMERUNIONJACK",1212010901,185,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"82483","WOOD2DRAWERCABINETWHITEFINISH",1212010932,495,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"82486","WOODS3CABINETANTWHITEFINISH",1212010932,695,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"82482","WOODENPICTUREFRAMEWHITEFINISH",1212010932,21,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"82494L","WOODENFRAMEANTIQUEWHITE",1212010932,255,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"84029G","KNITTEDUNIONFLAGHOTWATERBOTTLE",1212010932,339,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"84029E","REDWOOLLYHOTTIEWHITEHEART",1212010932,339,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"22752","SET7BABUSHKANESTINGBOXES",1212010932,765,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,17850,"DAVID",96,1400,"Male",32,"citizen",536375,"LaVogueDepartmentStore",5,"UnitedKingdom",7000,"21730","GLASSSTARFROSTEDT-LIGHTHOLDER",1212010932,425,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,15291,"RACHEL",96,9000,"Male",28,"foriegn",536376,"KrausDepartmentStore",5,"UnitedKingdom",7000,"22114","HOTWATERBOTTLETEAANDSYMPATHY",1212010932,345,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,15291,"RACHEL",96,9000,"Male",28,"foriegn",536376,"KrausDepartmentStore",5,"UnitedKingdom",7000,"21733","REDHANGINGHEARTT-LIGHTHOLDER",1212010932,255,"UnitedKingdom"
3,"Newell22","OfficeSupplies","Art",193,700,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22411","JUMBOSHOPPERVINTAGEREDPAISLEY",1212010941,195,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"21672","WHITESPOTREDCERAMICDRAWERKNOB",1212010941,125,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22774","REDDRAWERKNOBACRYLICEDWARDIAN",1212010941,125,"Australia"
3,"Newell22","OfficeSupplies","Art",193,700,15311,"MARIA",79,500,"Female",20,"citizen",536381,"FlemingtonDepartmentStore",3,"Australia",8000,"22771","CLEARDRAWERKNOBACRYLICEDWARDIAN",1212010941,125,"Australia"
